t,x,y,altitude
1176.2000000476837,-12468034.328256851,4958913.518949858,5075.0
1178.2999999523163,-12468034.328256851,4958913.518949858,5075.0
1180.3999998569489,-12468262.087935014,4958765.945565735,5125.0
1182.5,-12468276.002871362,4958690.839488501,5125.0
1184.5,-12468276.002871362,4958690.839488501,5125.0
1186.5999999046326,-12468283.015999284,4958506.450643999,5100.0
1188.5999999046326,-12468283.015999284,4958410.9570699,5100.0
1190.7000000476837,-12468276.002871362,4958294.781811165,5125.0
1192.7000000476837,-12468276.002871362,4958212.931888131,5125.0
1194.7999999523163,-12468269.101062935,4958124.041886284,5125.0
1196.8999998569489,-12468272.218008677,4958074.169961296,5125.0
1199.0,-12468269.101062935,4957987.481425417,5125.0
1201.0,-12468272.218008677,4957852.536331177,5125.0
1204.0999999046326,-12468272.218008677,4957852.536331177,5125.0
1206.2000000476837,-12468272.218008677,4957852.536331177,5125.0
1208.2999999523163,-12468272.218008677,4957852.536331177,5125.0
1210.3999998569489,-12468272.218008677,4957852.536331177,5125.0
1211.3999998569489,-12468272.218008677,4957852.536331177,5125.0
1213.5,-12468272.218008677,4957852.536331177,5125.0
1215.5999999046326,-12468224.573266618,4957234.892894265,5125.0
1217.5999999046326,-12468224.573266618,4957234.892894265,5125.0
1219.7000000476837,-12468224.573266618,4957234.892894265,5125.0
1221.7999999523163,-12468224.573266618,4957234.892894265,5125.0
1223.8999998569489,-12468206.539509108,4956854.147072842,5125.0
1226.0,-12468206.539509108,4956854.147072842,5125.0
1228.0,-12468197.411310863,4956677.56582129,5125.0
1230.0999999046326,-12468197.411310863,4956677.56582129,5125.0
1232.2000000476837,-12468197.411310863,4956677.56582129,5125.0
1234.2999999523163,-12468183.830332987,4956442.617961287,5125.0
1236.3999998569489,-12468183.830332987,4956442.617961287,5125.0
1238.3999998569489,-12468183.830332987,4956442.617961287,5125.0
1240.5,-12468183.830332987,4956442.617961287,5125.0
1242.5999999046326,-12468183.830332987,4956442.617961287,5125.0
1244.7000000476837,-12468183.830332987,4956442.617961287,5125.0
1246.7000000476837,-12468183.830332987,4956442.617961287,5125.0
1248.7999999523163,-12468183.830332987,4956442.617961287,5125.0
1250.8999998569489,-12468183.830332987,4956442.617961287,5125.0
1253.0,-12468157.892891632,4955597.908156274,5125.0
1255.0,-12468157.892891632,4955597.908156274,5125.0
1257.0999999046326,-12468157.892891632,4955597.908156274,5125.0
1259.2000000476837,-12468157.892891632,4955597.908156274,5125.0
1261.2999999523163,-12468157.892891632,4955597.908156274,5125.0
1263.2999999523163,-12468157.892891632,4955597.908156274,5125.0
1265.3999998569489,-12468157.892891632,4955597.908156274,5125.0
1267.5,-12468157.892891632,4955597.908156274,5125.0
